,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance_CBD,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,X,Y,Regionname,Propertycount,Distance_train,Distance_hospital,Distance_school
1659,Canterbury,1b Daphne St,3,h,928000.0,S,Fletchers,10/09/2016,9.0,3126.0,3.0,2.0,1.0,145.0,140.0,1998.0,Boroondara,-37.8233,145.0769,Southern Metropolitan,3265.0,151.46569143314065,586.3616709983787,692.3735233708613
1660,Canterbury,13 Byron St,5,h,2930000.0,S,Jellis,10/12/2016,9.0,3126.0,5.0,3.0,4.0,645.0,222.0,2005.0,Boroondara,-37.8317,145.0738,Southern Metropolitan,3265.0,549.8010060420487,800.4983105896854,196.29603133516503
1661,Canterbury,21 Compton St,4,h,2950000.0,PI,Jellis,10/12/2016,9.0,3126.0,4.0,2.0,3.0,812.0,173.0,1927.0,Boroondara,-37.8323,145.0842,Southern Metropolitan,3265.0,992.2995242412445,608.4984958314124,144.154389761161
1662,Canterbury,29 Rubens Gr,4,h,3800000.0,PI,Marshall,11/02/2017,9.0,3126.0,4.0,1.0,1.0,858.0,,,Boroondara,-37.8183,145.0667,Southern Metropolitan,3265.0,837.8742000226559,485.20308385801894,246.31637038885626
1663,Canterbury,4/34 Rochester Rd,2,u,722000.0,S,Jellis,12/11/2016,9.0,3126.0,2.0,1.0,1.0,0.0,92.0,1965.0,Boroondara,-37.8205,145.0828,Southern Metropolitan,3265.0,708.1472273988342,780.3406921264465,631.6735055186472
1664,Canterbury,8 Dudley Pde,5,h,2350000.0,VB,Jellis,15/10/2016,9.0,3126.0,5.0,2.0,4.0,838.0,282.0,1910.0,Boroondara,-37.8252,145.0721,Southern Metropolitan,3265.0,338.7334837176703,829.1259842855369,552.2665059860486
1665,Canterbury,1/8 Faversham Rd,3,t,1680000.0,S,Jellis,15/10/2016,9.0,3126.0,3.0,2.0,2.0,387.0,,,Boroondara,-37.8227,145.0845,Southern Metropolitan,3265.0,454.9523344223582,601.4487256547159,805.6833583545776
1666,Canterbury,21 Marden St,3,h,1640000.0,PI,Marshall,15/10/2016,9.0,3126.0,3.0,3.0,2.0,352.0,207.0,1997.0,Boroondara,-37.827,145.0737,Southern Metropolitan,3265.0,347.58848386637516,652.99359786942,360.1398612008453
1667,Canterbury,47 Warburton Rd,3,h,1680000.0,S,Fletchers,17/09/2016,9.0,3126.0,3.0,2.0,1.0,325.0,197.0,1910.0,Boroondara,-37.826,145.0729,Southern Metropolitan,3265.0,314.0664994590646,738.4522278042889,460.9933486718862
1668,Canterbury,77 Highfield Rd,5,h,3550000.0,VB,RT,18/03/2017,9.0,3126.0,5.0,4.0,4.0,684.0,427.0,2013.0,Boroondara,-37.832,145.0853,Southern Metropolitan,3265.0,921.9095761800675,630.3920429386499,174.3672957201887
1669,Canterbury,55 Warburton Rd,3,h,1385000.0,S,Jellis,18/06/2016,9.0,3126.0,2.0,1.0,1.0,444.0,,1910.0,Boroondara,-37.826,145.0734,Southern Metropolitan,3265.0,279.5517389642558,695.4801527120395,464.56064720302066
1670,Canterbury,17 Irilbarra Rd,4,h,3400000.0,S,Jellis,19/11/2016,9.0,3126.0,4.0,1.0,4.0,845.0,411.0,2008.0,Boroondara,-37.8184,145.0702,Southern Metropolitan,3265.0,823.3452056197707,775.4768784314101,164.4165157250293
1671,Canterbury,2/20 Margaret St,2,u,690500.0,SP,Fletchers,23/04/2016,9.0,3126.0,2.0,1.0,1.0,118.0,,,Boroondara,-37.8257,145.0856,Southern Metropolitan,3265.0,356.7688023428886,438.81415798484625,600.9815744604616
1672,Canterbury,12a View St,3,h,1850000.0,PI,Marshall,26/07/2016,9.0,3126.0,3.0,2.0,2.0,361.0,216.0,1995.0,Boroondara,-37.8206,145.0785,Southern Metropolitan,3265.0,479.11710352059885,788.70267999393,625.0556995758378
1673,Canterbury,6/124 Canterbury Rd,2,u,736000.0,S,Marshall,27/06/2016,9.0,3126.0,2.0,1.0,2.0,132.0,,,Boroondara,-37.8234,145.0731,Southern Metropolitan,3265.0,259.2771665512597,832.5754527895105,460.9891333064629
1674,Canterbury,3/34 Faversham Rd,3,t,1843000.0,S,Jellis,27/06/2016,9.0,3126.0,3.0,2.0,2.0,0.0,,,Boroondara,-37.8207,145.0854,Southern Metropolitan,3265.0,524.8703481122758,834.4722565146787,696.0892596571296
1675,Canterbury,3/124 Canterbury Rd,2,u,685000.0,S,RT,27/11/2016,9.0,3126.0,2.0,1.0,1.0,122.0,,,Boroondara,-37.8236,145.0729,Southern Metropolitan,3265.0,267.81016573044155,836.1074366936276,471.23750193647425
1676,Canterbury,2A Erica St,2,h,1800000.0,VB,Jellis,27/11/2016,9.0,3126.0,2.0,1.0,3.0,716.0,,,Boroondara,-37.8213,145.079,Southern Metropolitan,3265.0,440.36453576215973,701.8482768935254,691.6446596958696
1677,Canterbury,1/29 Logan St,3,h,1800000.0,S,Jellis,27/11/2016,9.0,3126.0,3.0,2.0,2.0,316.0,,1986.0,Boroondara,-37.8273,145.0786,Southern Metropolitan,3265.0,410.66735224933433,220.37483663347444,259.8631552236679
1678,Canterbury,35 Myrtle Rd,4,h,3145000.0,S,RW,27/11/2016,9.0,3126.0,4.0,2.0,2.0,796.0,276.0,2012.0,Boroondara,-37.8266,145.072,Southern Metropolitan,3265.0,339.0868859540438,806.055282039796,399.25750845375694
1679,Canterbury,8 Avenue Athol,4,t,1742000.0,S,Fletchers,28/05/2016,9.0,3126.0,4.0,2.0,2.0,780.0,,,Boroondara,-37.8206,145.0678,Southern Metropolitan,3265.0,572.3266009255125,711.9537876647216,236.31946096054932
1680,Canterbury,1/27 Maling Rd,4,t,1420000.0,S,O'Donoghues,28/08/2016,9.0,3126.0,3.0,2.0,2.0,278.0,,,Boroondara,-37.8273,145.0752,Southern Metropolitan,3265.0,332.1400606661958,519.5428521213005,384.252217129455
1681,Canterbury,2/46 Wattle Valley Rd,2,u,1016000.0,S,Fletchers,30/07/2016,9.0,3126.0,2.0,1.0,2.0,0.0,,,Boroondara,-37.8291,145.0826,Southern Metropolitan,3265.0,791.1371568973082,230.30843518656033,196.85291821650364
1682,Carlton North,527 Nicholson St,3,h,1330000.0,VB,Nelson,3/09/2016,3.2,3054.0,3.0,1.0,1.0,314.0,,1900.0,Yarra,-37.7871,144.9766,Northern Metropolitan,3106.0,1440.859341335972,1723.2048911077932,364.5388277977715
1683,Carlton North,593 Canning St,3,h,1540000.0,S,Nelson,4/03/2017,3.2,3054.0,3.0,1.0,0.0,169.0,,,Yarra,-37.7821,144.9753,Northern Metropolitan,3106.0,1485.7597343020118,2132.9526088426387,458.36144413063505
1684,Carlton North,112 Newry St,4,h,1425000.0,S,Nelson,4/03/2017,3.2,3054.0,4.0,3.0,0.0,122.0,130.0,1890.0,Yarra,-37.7893,144.9696,Northern Metropolitan,3106.0,1860.3379918766866,1197.3764129109406,359.8681924142182
1685,Carlton North,122 Richardson St,2,h,1725000.0,S,hockingstuart,4/03/2017,3.2,3054.0,2.0,1.0,1.0,210.0,,,Yarra,-37.7844,144.972,Northern Metropolitan,3106.0,1572.2385451436114,1780.845551095221,561.3192238048775
1686,Carlton North,632 Rathdowne St,3,h,1280000.0,VB,Nelson,6/08/2016,3.2,3054.0,3.0,1.0,0.0,203.0,,,Yarra,-37.7824,144.9733,Northern Metropolitan,3106.0,1528.2995545108454,2029.613375806487,421.7199231349706
1687,Carlton North,989 Drummond St,3,h,2950000.0,SP,Chambers,7/05/2016,3.2,3054.0,3.0,1.0,2.0,499.0,164.0,1910.0,Yarra,-37.7811,144.9715,Northern Metropolitan,3106.0,1317.299118912315,2023.7514770725436,281.6420987380767
1688,Carlton North,700 Rathdowne St,4,h,2175000.0,S,Woodards,7/05/2016,3.2,3054.0,3.0,1.0,0.0,418.0,163.0,1920.0,Yarra,-37.7808,144.9736,Northern Metropolitan,3106.0,1463.3717219236053,2202.3003081370607,258.98991085892413
1689,Carlton North,2/872 Drummond St,2,t,765000.0,S,Nelson,8/10/2016,3.2,3054.0,2.0,1.0,1.0,1031.0,,1970.0,Yarra,-37.784,144.9715,Northern Metropolitan,3106.0,1509.8078266362504,1806.6499711367821,499.3120277935147
1690,Carlton North,1 Fletcher La,2,h,800000.0,PI,Nelson,10/12/2016,3.2,3054.0,2.0,1.0,1.0,73.0,104.0,2009.0,Yarra,-37.7852,144.9719,Northern Metropolitan,3106.0,1626.6195820593728,1695.298874417188,629.1520424149364
1691,Carlton North,173 MacPherson St,2,h,1301000.0,S,Nelson,10/12/2016,3.2,3054.0,2.0,1.0,0.0,133.0,,,Yarra,-37.786,144.9704,Northern Metropolitan,3106.0,1602.1439893796005,1564.9993678287267,549.4845100103796
1692,Carlton North,967 Drummond St,4,h,2718000.0,S,Ray,11/03/2017,3.2,3054.0,4.0,2.0,0.0,538.0,142.0,2015.0,Yarra,-37.7816,144.9714,Northern Metropolitan,3106.0,1339.6180981856128,2024.3422319259437,319.68595667391355
1693,Carlton North,9/823 Rathdowne St,1,u,468000.0,S,Nelson,11/03/2017,3.2,3054.0,1.0,1.0,1.0,861.0,,1970.0,Yarra,-37.7851,144.9723,Northern Metropolitan,3106.0,1644.3109361511783,1719.3229495656508,639.4958426186654
1694,Carlton North,392 Station St,2,h,2400000.0,S,Kelly,12/11/2016,3.2,3054.0,1.0,2.0,0.0,413.0,172.0,1900.0,Yarra,-37.7875,144.9759,Northern Metropolitan,3106.0,1513.5241660459303,1650.3174770084713,391.2785850307971
1695,Carlton North,122 Amess St,3,h,2210000.0,S,Nelson,14/05/2016,3.2,3054.0,2.0,2.0,1.0,190.0,,,Yarra,-37.7847,144.9741,Northern Metropolitan,3106.0,1598.914905893654,1827.833582491067,686.0052622147548
1696,Carlton North,40 Ogrady St,2,h,1330000.0,S,Nelson,15/10/2016,3.2,3054.0,2.0,1.0,0.0,116.0,,,Yarra,-37.7904,144.9726,Northern Metropolitan,3106.0,1886.9376360353504,1218.5172693342536,82.78135111190805
1697,Carlton North,1018 Drummond St,4,h,2520000.0,S,Nelson,16/04/2016,3.2,3054.0,4.0,2.0,2.0,504.0,168.0,1890.0,Yarra,-37.7805,144.9721,Northern Metropolitan,3106.0,1330.5335448716653,2067.084944118183,205.2502502287007
1698,Carlton North,354 Station St,3,h,1214000.0,S,Nelson,16/04/2016,3.2,3054.0,3.0,3.0,1.0,144.0,,,Yarra,-37.7885,144.9757,Northern Metropolitan,3106.0,1569.7748998261181,1552.4343477809518,369.29834049718744
1699,Carlton North,462 Canning St,3,h,1955000.0,S,Nelson,16/07/2016,3.2,3054.0,3.0,2.0,1.0,163.0,135.0,,Yarra,-37.786,144.9751,Northern Metropolitan,3106.0,1535.9795614360326,1746.6686464489599,544.20270298886
1700,Carlton North,26/174 Lee St,1,u,390000.0,S,Kelly,16/07/2016,3.2,3054.0,1.0,1.0,1.0,0.0,,1970.0,Yarra,-37.7907,144.9691,Northern Metropolitan,3106.0,1974.3685268879383,1036.960504069403,348.33418102636426
1701,Carlton North,119 Curtain St,1,h,885000.0,S,Nelson,18/03/2017,3.2,3054.0,1.0,1.0,0.0,93.0,,,Yarra,-37.7888,144.9698,Northern Metropolitan,3106.0,1822.364570721131,1255.4364984293018,379.4584818523797
1702,Carlton North,75 Fenwick St,3,h,2050000.0,S,Nelson,18/03/2017,3.2,3054.0,3.0,2.0,0.0,84.0,148.0,1970.0,Yarra,-37.7879,144.9736,Northern Metropolitan,3106.0,1719.6323197888344,1497.8121713887294,354.77607936115976
1703,Carlton North,16 Fenwick St,2,h,910000.0,S,Nelson,18/06/2016,3.2,3054.0,3.0,1.0,1.0,100.0,,,Yarra,-37.7879,144.9759,Northern Metropolitan,3106.0,1528.693689271317,1615.3076733811054,372.2649529075614
1704,Carlton North,658 Lygon St,2,h,880000.0,S,Nelson,18/06/2016,3.2,3054.0,2.0,1.0,0.0,142.0,,,Yarra,-37.7911,144.9688,Northern Metropolitan,3106.0,2001.9704955538318,985.7930345959307,372.42810954499896
1705,Carlton North,292 Amess St,4,h,1950000.0,S,Nelson,22/05/2016,3.2,3054.0,4.0,2.0,2.0,207.0,162.0,1900.0,Yarra,-37.7804,144.9748,Northern Metropolitan,3106.0,1540.7340343053154,2285.539687762127,285.3111176061906
1706,Carlton North,167 Richardson St,3,h,1280000.0,S,Nelson,22/08/2016,3.2,3054.0,3.0,1.0,1.0,131.0,,,Yarra,-37.7846,144.9704,Northern Metropolitan,3106.0,1486.3595573642688,1712.350982904933,489.07331936089327
1707,Carlton North,14/1102 Lygon St,1,u,437000.0,S,Nelson,24/09/2016,3.2,3054.0,1.0,1.0,1.0,0.0,56.0,1970.0,Yarra,-37.7798,144.9707,Northern Metropolitan,3106.0,1185.2827858103133,1936.4581695238612,196.0976587030423
1708,Carlton North,984 Lygon St,2,h,1150000.0,VB,Nelson,24/09/2016,3.2,3054.0,2.0,1.0,2.0,373.0,,,Yarra,-37.7828,144.9702,Northern Metropolitan,3106.0,1335.8586386254826,1898.9488107156346,324.2673432437865
1709,Carlton North,4 Mary St,2,u,520000.0,VB,Nelson,24/09/2016,3.2,3054.0,2.0,1.0,1.0,0.0,86.0,1940.0,Yarra,-37.7813,144.9773,Northern Metropolitan,3106.0,1319.9184668268088,2294.037199612861,520.7011770890244
1710,Carlton North,24/635 Drummond St,2,u,570000.0,S,hockingstuart,27/06/2016,3.2,3054.0,2.0,1.0,1.0,0.0,76.0,1975.0,Yarra,-37.7902,144.97,Northern Metropolitan,3106.0,1964.2248327448342,1120.1919905093062,283.4274379547188
1711,Carnegie,1/60 Moonya Rd,3,u,820000.0,S,Ray,3/09/2016,11.4,3163.0,3.0,1.0,2.0,0.0,96.0,1989.0,Glen Eira,-37.897,145.0623,Southern Metropolitan,7822.0,710.9059786791407,2654.8725636668955,590.6814146627827
1712,Carnegie,1/70 Truganini Rd,2,t,795000.0,S,Gary,3/09/2016,11.4,3163.0,2.0,2.0,1.0,133.0,104.0,2009.0,Glen Eira,-37.8911,145.0539,Southern Metropolitan,7822.0,1048.6342220572767,2732.1508051689293,88.53830302141382
1713,Carnegie,2/31 Moonya Rd,2,u,600000.0,SP,Woodards,3/12/2016,11.4,3163.0,2.0,1.0,1.0,73.0,61.0,1970.0,Glen Eira,-37.897,145.0593,Southern Metropolitan,7822.0,974.729150892663,2678.363844584377,745.7489927517494
1714,Carnegie,212 Neerim Rd,3,h,1295000.0,S,hockingstuart,3/12/2016,11.4,3163.0,3.0,1.0,2.0,425.0,166.0,1960.0,Glen Eira,-37.8876,145.0502,Southern Metropolitan,7822.0,767.6505621233597,2459.0744145232575,283.5097850630814
1715,Carnegie,218 Neerim Rd,4,h,1275000.0,S,hockingstuart,3/12/2016,11.4,3163.0,4.0,2.0,0.0,365.0,,1919.0,Glen Eira,-37.8877,145.0507,Southern Metropolitan,7822.0,805.1841143580218,2453.073309020864,328.85022266793544
1716,Carnegie,3 Oakleigh Rd,3,h,1620000.0,S,Buxton,3/12/2016,11.4,3163.0,3.0,1.0,1.0,808.0,,,Glen Eira,-37.8982,145.0461,Southern Metropolitan,7822.0,688.9954367518167,2897.87465818111,453.82507198240876
1717,Carnegie,3/13 Emily St,2,u,510000.0,S,Marshall,4/03/2017,11.4,3163.0,2.0,1.0,1.0,0.0,69.0,1970.0,Glen Eira,-37.8912,145.0644,Southern Metropolitan,7822.0,819.8496609307637,2693.644312012751,768.8301127358596
1718,Carnegie,3/21 Jersey Pde,1,u,255000.0,S,Ray,4/03/2017,11.4,3163.0,1.0,1.0,1.0,0.0,,,Glen Eira,-37.8875,145.0599,Southern Metropolitan,7822.0,1295.1701918195977,2265.664867816695,578.8218824671927
1719,Carnegie,64 Lyons St,2,h,890000.0,S,hockingstuart,4/03/2017,11.4,3163.0,2.0,1.0,1.0,282.0,111.0,,Glen Eira,-37.8957,145.0528,Southern Metropolitan,7822.0,1133.3417670051922,2951.1052152882316,568.0703475405444
1720,Carnegie,8/54 Moonya Rd,1,u,346000.0,S,Woodards,4/03/2017,11.4,3163.0,1.0,1.0,1.0,60.0,48.0,1970.0,Glen Eira,-37.8965,145.0618,Southern Metropolitan,7822.0,755.8172703064032,2712.3948095228825,660.0621900425049
1721,Carnegie,3/78 Moonya Rd,3,t,860000.0,SP,Gary,4/03/2017,11.4,3163.0,3.0,2.0,1.0,1113.0,113.0,1990.0,Glen Eira,-37.8972,145.0642,Southern Metropolitan,7822.0,544.9009079681907,2631.2956408232985,516.3670454629324
1722,Carnegie,1/177 Oakleigh Rd,2,u,586000.0,S,hockingstuart,4/03/2017,11.4,3163.0,2.0,1.0,1.0,898.0,,1970.0,Glen Eira,-37.9003,145.0634,Southern Metropolitan,7822.0,722.7138373390572,2286.5092418610993,231.75043724445223
1723,Carnegie,4/5 Anzac St,2,u,772000.0,S,hockingstuart,4/06/2016,11.4,3163.0,2.0,1.0,2.0,0.0,100.0,1973.0,Glen Eira,-37.8863,145.066,Southern Metropolitan,7822.0,1050.6190193680193,2179.6407430556765,388.1191073321508
1724,Carnegie,42 Margaret St,4,h,1506000.0,S,Jellis,4/06/2016,11.4,3163.0,4.0,2.0,2.0,561.0,204.0,1925.0,Glen Eira,-37.8934,145.0633,Southern Metropolitan,7822.0,732.0042820316601,2927.4214913628675,795.0043601636074
1725,Carnegie,5/78 Moonya Rd,3,t,675000.0,PI,Gary,4/06/2016,11.4,3163.0,3.0,2.0,1.0,0.0,107.0,1990.0,Glen Eira,-37.8972,145.0642,Southern Metropolitan,7822.0,544.9009079681907,2631.2956408232985,516.3670454629324
1726,Carnegie,4/314 Neerim Rd,2,u,525000.0,SP,hockingstuart,4/06/2016,11.4,3163.0,2.0,1.0,2.0,0.0,67.0,2009.0,Glen Eira,-37.8893,145.0589,Southern Metropolitan,7822.0,1313.3552810376298,2469.733985506037,395.1253522862187
1727,Carnegie,3/9 Poplar Gr,1,u,290000.0,S,Ray,4/06/2016,11.4,3163.0,1.0,1.0,1.0,0.0,50.0,1960.0,Glen Eira,-37.8858,145.0632,Southern Metropolitan,7822.0,1022.4899074658796,2086.303081466782,587.9849931771016
1728,Carnegie,5/66 Woornack Rd,1,u,363000.0,S,hockingstuart,4/06/2016,11.4,3163.0,1.0,1.0,1.0,0.0,,,Glen Eira,-37.8982,145.0625,Southern Metropolitan,7822.0,708.806432200519,2521.1151448579976,465.3968688562856
1729,Carnegie,4/12 Judith St,2,u,360000.0,VB,Gary,6/08/2016,11.4,3163.0,2.0,1.0,1.0,0.0,70.0,1970.0,Glen Eira,-37.9032,145.0555,Southern Metropolitan,7822.0,1077.391132984616,2086.766408048823,588.4433876421652
1730,Carnegie,68 Miller St,2,h,967500.0,S,hockingstuart,6/08/2016,11.4,3163.0,3.0,1.0,2.0,299.0,115.0,1930.0,Glen Eira,-37.8973,145.053,Southern Metropolitan,7822.0,1131.9716794200156,2777.45960613184,712.8224074386021
1731,Carnegie,254 Neerim Rd,2,h,1350000.0,VB,Gary,6/08/2016,11.4,3163.0,1.0,2.0,2.0,265.0,,1920.0,Glen Eira,-37.8881,145.0537,Southern Metropolitan,7822.0,1047.9354612555,2413.1248956886934,321.4886263041165
1732,Carnegie,4/76 Railway Rd,2,u,516000.0,S,hockingstuart,6/08/2016,11.4,3163.0,2.0,1.0,1.0,0.0,,,Glen Eira,-37.889,145.0533,Southern Metropolitan,7822.0,996.7614773471327,2518.736538739019,246.54196011535635
1733,Carnegie,1/78 Railway Rd,1,u,330000.0,S,hockingstuart,6/08/2016,11.4,3163.0,1.0,1.0,1.0,0.0,33.0,1970.0,Glen Eira,-37.8888,145.0533,Southern Metropolitan,7822.0,999.6547508010458,2497.3199423465703,265.2970797971846
1734,Carnegie,1 Frogmore Rd,3,h,1600000.0,S,Woodards,7/05/2016,11.4,3163.0,4.0,2.0,2.0,751.0,40.0,1923.0,Glen Eira,-37.8945,145.0648,Southern Metropolitan,7822.0,556.6660515691152,2932.490003498309,808.5204271175695
1735,Carnegie,63 Oakleigh Rd,3,h,1170000.0,S,hockingstuart,7/05/2016,11.4,3163.0,2.0,1.0,2.0,461.0,,,Glen Eira,-37.8988,145.0516,Southern Metropolitan,7822.0,930.8641581808121,2666.8823615262545,731.2663845973249
1736,Carnegie,10/68 Woornack Rd,1,u,260000.0,VB,Gary,7/05/2016,11.4,3163.0,1.0,1.0,1.0,0.0,,1968.0,Glen Eira,-37.8983,145.0627,Southern Metropolitan,7822.0,694.0755557738818,2509.4678228086736,446.836316728164
1737,Carnegie,78b Miller St,3,u,1008000.0,S,Woodards,7/11/2016,11.4,3163.0,3.0,2.0,1.0,300.0,130.0,1990.0,Glen Eira,-37.8974,145.0539,Southern Metropolitan,7822.0,1185.9346416778583,2741.597006151738,732.0710184163396
1738,Carnegie,4/62 Moonya Rd,2,u,625000.0,S,Woodards,7/11/2016,11.4,3163.0,2.0,1.0,1.0,78.0,,,Glen Eira,-37.8967,145.0627,Southern Metropolitan,7822.0,675.8171160477459,2686.9939135491254,606.7936610577791
1739,Carnegie,12/250 Neerim Rd,2,t,700000.0,SP,Gary,7/11/2016,11.4,3163.0,2.0,2.0,1.0,106.0,,,Glen Eira,-37.8881,145.0535,Southern Metropolitan,7822.0,1030.736967976147,2417.7393277609613,327.4740530051931
1740,Carnegie,3/35 Moonya Rd,2,u,545000.0,PI,Ray,10/09/2016,11.4,3163.0,2.0,1.0,1.0,109.0,,,Glen Eira,-37.8971,145.0597,Southern Metropolitan,7822.0,939.7928666006595,2662.727864634106,713.317877780158
1741,Carnegie,1/38 Neville St,3,u,1170000.0,S,Woodards,10/09/2016,11.4,3163.0,3.0,1.0,2.0,0.0,170.0,1925.0,Glen Eira,-37.8977,145.0493,Southern Metropolitan,7822.0,876.0536375818157,2861.890694507285,512.9746839544621
1742,Carnegie,4 Vine Gr,4,h,1830000.0,S,Gary,10/09/2016,11.4,3163.0,3.0,2.0,2.0,687.0,237.0,1983.0,Glen Eira,-37.8931,145.0479,Southern Metropolitan,7822.0,614.6708035950018,2990.487089528319,164.77267843163713
1743,Carnegie,12/66 Woornack Rd,1,u,250000.0,PI,hockingstuart,10/09/2016,11.4,3163.0,1.0,1.0,1.0,0.0,34.0,1960.0,Glen Eira,-37.8982,145.0625,Southern Metropolitan,7822.0,708.806432200519,2521.1151448579976,465.3968688562856
1744,Carnegie,2/33 Oakleigh Rd,2,t,930000.0,S,hockingstuart,10/12/2016,11.4,3163.0,2.0,2.0,1.0,166.0,170.0,2009.0,Glen Eira,-37.8982,145.0488,Southern Metropolitan,7822.0,805.2640589185919,2831.8575104949045,541.1125075799805
1745,Carnegie,2/22 Kokaribb Rd,2,u,465000.0,S,Ray,11/02/2017,11.4,3163.0,2.0,1.0,1.0,0.0,56.0,1970.0,Glen Eira,-37.8881,145.0558,Southern Metropolitan,7822.0,1229.1938427971163,2372.02318577351,316.1370227631746
1746,Carnegie,14 Emily St,3,h,1646000.0,S,Ray,11/03/2017,11.4,3163.0,3.0,2.0,2.0,721.0,,,Glen Eira,-37.8909,145.0648,Southern Metropolitan,7822.0,824.2334172408072,2664.9980702216153,720.4645329496229
1747,Carnegie,19/225 Koornang Rd,2,u,460000.0,VB,Ray,12/06/2016,11.4,3163.0,2.0,1.0,1.0,0.0,,,Glen Eira,-37.8936,145.056,Southern Metropolitan,7822.0,1288.0842561727363,2971.504805983059,321.6323015801975
1748,Carnegie,90 Truganini Rd,4,h,1550000.0,VB,hockingstuart,12/11/2016,11.4,3163.0,4.0,2.0,2.0,757.0,133.0,1930.0,Glen Eira,-37.8925,145.0541,Southern Metropolitan,7822.0,1093.7187780562344,2880.212162520194,195.01878536697177
1749,Carnegie,2/25 El Nido Gr,2,t,707000.0,SA,Ray,13/08/2016,11.4,3163.0,2.0,1.0,1.0,144.0,96.0,2000.0,Glen Eira,-37.891999999999996,145.0482,Southern Metropolitan,7822.0,581.8141323641024,2968.7673736020834,262.1013790602168
1750,Carnegie,4/299 Koornang Rd,2,u,804000.0,S,hockingstuart,13/08/2016,11.4,3163.0,2.0,2.0,1.0,0.0,86.0,1993.0,Glen Eira,-37.9,145.0548,Southern Metropolitan,7822.0,1105.0803540640545,2442.695701860381,910.6316007474164
1751,Carnegie,52 Emily St,3,h,1200000.0,S,Woodards,14/05/2016,11.4,3163.0,3.0,2.0,1.0,588.0,,,Glen Eira,-37.8937,145.0648,Southern Metropolitan,7822.0,603.6458425097971,2973.3435156148503,897.2135823613072
1752,Carnegie,6 Longstaff St,4,h,1501000.0,S,Gary,14/05/2016,11.4,3163.0,3.0,2.0,1.0,598.0,201.0,1970.0,Glen Eira,-37.9037,145.0588,Southern Metropolitan,7822.0,1270.0126491599449,1953.3364798975706,607.4064824075781
1753,Carnegie,215 Neerim Rd,3,h,950000.0,VB,Gary,14/05/2016,11.4,3163.0,3.0,1.0,1.0,586.0,,,Glen Eira,-37.888000000000005,145.0505,Southern Metropolitan,7822.0,778.0955128916644,2490.4870971906826,323.0974955034941
1754,Carnegie,1/108 Truganini Rd,3,t,970000.0,PI,Marshall,14/05/2016,11.4,3163.0,3.0,2.0,2.0,325.0,223.0,2005.0,Glen Eira,-37.8933,145.0546,Southern Metropolitan,7822.0,1160.6604506703604,2958.7593117620145,273.0810833562446
1755,Carnegie,8/48 Moonya Rd,1,u,345000.0,S,Thomson,15/10/2016,11.4,3163.0,1.0,1.0,1.0,0.0,,,Glen Eira,-37.8968,145.0609,Southern Metropolitan,7822.0,833.9187149115849,2684.727449378184,672.5409772812005
1756,Carnegie,25 Arawatta St,2,h,817500.0,S,Jellis,16/04/2016,11.4,3163.0,2.0,1.0,1.0,211.0,102.0,2002.0,Glen Eira,-37.8856,145.0599,Southern Metropolitan,7822.0,1105.7420124809871,2054.9177218803416,732.2915049501577
1757,Carnegie,48 Lyons St,4,h,1450000.0,PI,Ray,16/04/2016,11.4,3163.0,4.0,2.0,2.0,557.0,200.0,1938.0,Glen Eira,-37.8955,145.0515,Southern Metropolitan,7822.0,1026.664028554418,3010.303023031205,501.7756251368435
1758,Carnegie,51 Mimosa Rd,3,h,1000000.0,PI,Ray,16/04/2016,11.4,3163.0,3.0,2.0,1.0,390.0,,,Glen Eira,-37.8905,145.0518,Southern Metropolitan,7822.0,859.0018052695085,2715.274149054167,271.4878415605786
1759,Carnegie,2/79 Mimosa Rd,2,t,855000.0,S,Gary,16/04/2016,11.4,3163.0,2.0,1.0,1.0,158.0,106.0,1994.0,Glen Eira,-37.8886,145.05200000000002,Southern Metropolitan,7822.0,890.3987236015666,2508.82019111231,354.01635358785575
1760,Carnegie,2/61 Moonya Rd,2,h,675000.0,S,Gary,16/04/2016,11.4,3163.0,2.0,1.0,1.0,0.0,90.0,1968.0,Glen Eira,-37.8973,145.0625,Southern Metropolitan,7822.0,694.8335334631439,2620.951776689733,553.0387540758296
1761,Carnegie,4/39 Kokaribb Rd,2,u,588000.0,SP,Woodards,16/07/2016,11.4,3163.0,2.0,1.0,1.0,133.0,71.0,2011.0,Glen Eira,-37.89,145.0559,Southern Metropolitan,7822.0,1218.3637008940198,2578.0642090485576,131.56259680931944
1762,Carnegie,1/60 Mimosa Rd,2,u,455000.0,S,Woodards,16/07/2016,11.4,3163.0,2.0,1.0,1.0,0.0,73.0,1970.0,Glen Eira,-37.8897,145.0524,Southern Metropolitan,7822.0,911.4013120185405,2615.0618895515395,250.7398594101101
1763,Carnegie,9/314 Neerim Rd,3,u,602500.0,S,Thomson,16/07/2016,11.4,3163.0,3.0,1.0,2.0,0.0,,,Glen Eira,-37.8893,145.0589,Southern Metropolitan,7822.0,1313.3552810376298,2469.733985506037,395.1253522862187
